Timestamp,Genul,Nivelul de învățământ la care predați:,Disciplina / aria curriculară predată:,Vechimea în învățământ (ani):,Localitatea (oraș/sat):,Mă simt capabil(ă) să formulez prompturi clare și eficiente pentru diverse sarcini educaționale.,Înțeleg suficient de bine modul în care funcționează AI generativă pentru a o integra în predare.,Pot identifica situațiile didactice în care utilizarea AI generative ar putea îmbunătăți învățarea elevilor.,Mă simt pregătit(ă) să explic elevilor cum să utilizeze responsabil instrumente de AI generativă.,Pot evalua calitatea și acuratețea conținutului generat de un model de AI.,Pot adapta activități deja existente pentru a include utilizarea AI generative.,"Pot detecta erorile, biasurile și limitările instrumentelor de AI generativă atunci când lucrez cu acestea.",Sunt sigur(ă) că pot proiecta o lecție în care elevii folosesc AI generativă într-un mod productiv.,Mă simt încrezător/oare că pot preveni confuziile elevilor atunci când utilizează AI.,Pot gestiona situațiile în care elevii folosesc AI într-un mod neadecvat sau impropriu.,Sunt sigur(ă) că pot integra AI generativă astfel încât să sprijin dezvoltarea competențelor elevilor.,Pot răspunde eficient întrebărilor elevilor legate de funcționarea sau utilizarea AI generative.,Pot concepe activități de evaluare în care AI generativă este folosită corect și transparent.,"Dacă apar dificultăți tehnice sau pedagogice, mă simt capabil(ă) să găsesc soluții adecvate.",Utilizarea AI generative mă ajută să pregătesc mai rapid materialele pentru lecții.,Consider că AI generativă poate îmbunătăți calitatea explicațiilor și exemplelor oferite elevilor.,Activitățile cu AI generativă pot crește implicarea elevilor în învățare.,AI generativă poate sprijini diferențierea instruirii pentru elevii cu niveluri diferite.,Consider că AI generativă poate contribui la eficientizarea evaluării și feedbackului.,Utilizarea AI generative poate reduce volumul sarcinilor administrative ale profesorului.,Mi-e teamă că elevii ar putea folosi AI generativă pentru a trișa la teme sau evaluări.,Consider că instrumentele de AI generativă pot furniza informații inexacte sau eronate.,Sunt îngrijorat(ă) că utilizarea AI generative în clasă ar putea reduce motivația elevilor de a gândi autonom.,Există riscul ca elevii să devină prea dependenți de AI pentru sarcini simple.,Cred că AI generativă poate produce conținut cu bias sau stereotipuri.,Mi-e teamă că nu există suficiente reguli clare privind folosirea AI în școală.,Utilizarea AI generative ridică probleme legate de protecția datelor elevilor.,Cred că profesorii încă nu sunt pregătiți să gestioneze provocările etice ale AI generative.,Conducerea școlii mele sprijină inițiativele legate de utilizarea AI în educație.,În școala mea există o cultură care încurajează inovația și experimentarea cu tehnologii digitale.,Școala oferă informații sau orientări clare privind utilizarea AI cu elevii.,Pot primi sprijin tehnic sau pedagogic atunci când doresc să folosesc AI generativă în activitatea didactică.,Colegii mei sunt deschiși să discute și să împărtășească experiențe privind utilizarea AI.,Intenționez să folosesc AI generativă în lecțiile mele în următoarele 6 luni.,"Voi integra AI generativă în cel puțin o activitate didactică pe săptămână, dacă voi avea posibilitatea.",Voi încuraja elevii să folosească AI generativă în mod responsabil în activitățile lor școlare.,Vreau să experimentez și să învăț metode noi de integrare a AI generative în predare.,Sunt dispus(ă) să recomand colegilor mei utilizarea AI generative în activitatea didactică.,Descrieți o situație concretă în care ați utilizat sau ați fi dorit să utilizați AI generativă la clasă.,Care sunt principalele obstacole sau îngrijorări pe care le aveți privind utilizarea AI?,Ce tip de sprijin v-ar motiva să integrați AI generativă în activitățile cu elevii?
15/12/2025 09:42:47,F,Liceu (clasele X-XII),Informatica,Mai mult de 10 ani,Localitate urbană,7 - În total acord,5,6,5,6,6,5,5,5,6,6,5,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,7 - În total acord,5,6,5,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Crearea unui test pentru evaluare sumativa,Nu cunosc limba engleza,Acest curs de initiere in IA
15/12/2025 09:43:15,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Informatica,Mai mult de 10 ani,Localitate rurală,7 - În total acord,5,7 - În total acord,7 - În total acord,3,7 - În total acord,1 - În total dezacord,2,3,3,2,2,2,2,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,1 - În total dezacord,7 - În total acord,3,7 - În total acord,6,3,6,3,2,2,3,2,3,7 - În total acord,3,7 - În total acord,"На уроках информатике, на кружковых работах.",Не достаточно информации по ИИ.,Курсы по ИИ
15/12/2025 09:43:30,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Istoria,Mai mult de 10 ani,Localitate urbană,6,4,4,3,4,3,3,3,4,3,3,3,2,5,4,3,3,5,6,6,6,6,6,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,3,3,2,3,3,6,6,6,7 - În total acord,7 - În total acord,X,X,X
15/12/2025 09:49:33,F,Gimnaziu (clasele V-IX),Biologia,Mai mult de 10 ani,Localitate rurală,5,4,4,3,4,4,3,2,3,3,3,3,3,3,3,3,6,6,5,5,4,4,4,4,4,2,4,3,5,5,4,4,4,3,5,5,5,5,Elaborarea Planului de monitorizare a activitatii extrascolare,Degradarea intelectuala,dotarea TIC
15/12/2025 09:50:07,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate urbană,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,4,4,4,4,3,3,3,3,5,6,7 - În total acord,7 - În total acord,6,7 - În total acord,captarea elevilor  și verificarea nivelului de înțelegere de către elevi a subiectului nou,nu sunt sigură că AI îmi poate da rezultatele dorite,"cum să integrez
cum să nu facă abuz elevii de AI"
15/12/2025 09:52:07,F,Gimnaziu (clasele V-IX),"Matematica, Informatica",Mai mult de 10 ani,Localitate rurală,5,6,5,5,4,4,6,4,4,6,5,5,4,4,4,4,4,4,4,2,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,1 - În total dezacord,6,2,4,2,4,4,2,3,5,fise de lucru,motivatia scazuta de invatare,motivational
15/12/2025 09:52:19,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate urbană,5,6,6,6,5,6,4,5,5,4,5,5,4,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,5,6,1 - În total dezacord,6,6,4,6,6,7 - În total acord,6,5,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,,,
15/12/2025 09:52:32,F,Gimnaziu (clasele V-IX),Cadru didactic de sprijin,Mai mult de 10 ani,Localitate rurală,6,4,6,6,5,5,6,4,4,5,5,3,3,4,6,6,6,7 - În total acord,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,5,7 - În total acord,6,7 - În total acord,6,6,4,3,5,7 - În total acord,6,6,7 - În total acord,7 - În total acord,Deseori utilizez AI în elaborarea fișelor individualizate pentru elevii cu CES,"Prea multe informații care pot fi ironate, neadevărate",sprijin metodologic în utilizarea corectă și sigură a AI
15/12/2025 09:52:48,F,Gimnaziu (clasele V-IX),"Biologia, Geografia",Mai mult de 10 ani,Localitate urbană,3,4,7 - În total acord,6,7 - În total acord,7 - În total acord,6,5,7 - În total acord,6,7 - În total acord,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,Am utilizat AI când am avut nevoie să generez răspunsurile elevilor din cadrul unei chestionari.,Limita încărcărilor de documente.,Resurse educaționale gata de utilizare
15/12/2025 09:53:36,F,Primar (clasele I-IV),Învățământ extrașcolar,Mai mult de 10 ani,Localitate urbană,2,2,2,2,2,2,1 - În total dezacord,2,2,1 - În total dezacord,2,1 - În total dezacord,1 - În total dezacord,2,5,2,3,4,4,6,6,6,4,6,2,4,4,4,4,5,4,4,3,6,4,3,7 - În total acord,7 - În total acord,"Am folosit la oră, la consolidarea temelor sau la ora demonstrativă",Nu cunosc prea multe aplicații și modul lor de utilizare,instruirea și ghidarea în utilizarea platformelor AI.
15/12/2025 09:54:23,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate urbană,5,7 - În total acord,7 - În total acord,5,5,4,4,4,3,3,4,3,3,3,5,6,6,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,4,4,4,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,"În cadrul unei lecții de limba și literatura română la clasa a VII-a, la subiectul portretul unui personaj literar, am utilizat AI generativă pentru a sprijini procesul de învățare diferențiată.",Riscul copierii și al dependenței de AI.,"Cursuri sau ateliere practice, adaptate domeniului limbii și literaturii române, cu exemple concrete de sarcini, lecții și evaluări în care AI este utilizată responsabil."
15/12/2025 09:54:33,F,Primar (clasele I-IV),Limba Rusă,5 - 10 ani,Localitate urbană,3,6,4,5,3,4,4,5,5,5,5,6,5,6,5,6,5,6,5,7 - În total acord,6,5,6,6,7 - În total acord,6,5,6,4,3,4,2,2,5,5,3,5,3,"Презентации, визуализация при изучении нового материала ",Не развивается образное мышление у детей ,Быть современным и компетентным учителем 
15/12/2025 09:54:46,F,Gimnaziu (clasele V-IX),Chimia,Mai mult de 10 ani,Localitate rurală,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,4,4,4,4,7 - În total acord,6,6,6,2,6,6,5,4,7 - În total acord,3,3,7 - În total acord,6,7 - În total acord,6,7 - În total acord,7 - În total acord,Elaborarea proiectelor de cercetare științifică,"Nu cunosc cum lucrează AI generativă la clasă, aș dori să cunosc mai multe.","Lecții bine structurate cu AI și captivante, motivante pentru elevi."
15/12/2025 09:54:49,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,2,3,3,2,3,3,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,3,4,5,6,6,6,5,4,2,4,4,4,4,4,6,6,2,2,4,2,2,4,7 - În total acord,7 - În total acord,Generarea de activități interactive la subiectele pentru care nu am avut suport didactic/manual/exemple,"Insuficiența competențelor, utilizarea incorectă, crearea dependențelor(nedorința de a studia, de a depune efort)","Instruire, dobândire de competențe"
15/12/2025 09:54:54,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,6,6,6,4,4,4,2,2,3,4,4,3,3,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,6,3,5,5,3,5,5,6,6,6,6,6,6,6,6,6,6,Verificarea ,Timpul,Practic
15/12/2025 09:55:24,F,Gimnaziu (clasele V-IX),psihologia,1 - 3 ani,Localitate urbană,5,6,6,6,5,5,4,4,5,6,6,4,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,4,5,6,4,7 - În total acord,5,5,4,6,5,4,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,"atunci când mă pregătesc să realizez o lecție, mă consult cu AI",răspunsuri steriotipizate,Formare practică și aplicată
15/12/2025 09:55:33,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Franceză,Mai mult de 10 ani,Localitate rurală,4,4,6,3,7 - În total acord,6,4,4,5,7 - În total acord,5,4,4,5,7 - În total acord,7 - În total acord,6,7 - În total acord,6,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,1 - În total dezacord,7 - În total acord,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Generare de idei, exercitii pentru lecții, întrebări de înțelegere a textului, generare de criterii și bareme, generare de idei pentru metode didactice, jocuri la clasă, activități extracuriculare (scenarii, procese verbale, rapoarte), chestionare.",Să nu devin repetitivă și dependentă,"Crearea corectă a prompturilor, crearea de asistenți."
15/12/2025 09:56:19,F,Liceu (clasele X-XII),Educația pentru Societate,Mai mult de 10 ani,Localitate urbană,5,5,5,4,6,4,5,3,3,5,4,4,3,3,4,4,5,4,5,5,5,5,6,6,6,6,6,6,6,6,4,3,4,5,5,6,7 - În total acord,7 - În total acord,"Situația:
Elevii înțeleg teoretic noțiunile, dar întâmpină dificultăți în a le aplica în situații reale de viață și în a argumenta puncte de vedere diferite.Rolul AI:
-furnizor de situații-problemă variate,
-stimul pentru dezbatere și reflecție,
-sprijin pentru elevii care au nevoie de exemple concrete.","AI poate fi un instrument valoros în educație, dar numai dacă este folosit ghidat, transparent și critic, ca sprijin pentru învățare, nu ca substitut al efortului elevilor.","Integrarea AI ar fi mult mai ușoară dacă profesorii ar simți că nu sunt singuri, că există sprijin instituțional, exemple concrete și un cadru clar care să încurajeze experimentarea responsabilă."
15/12/2025 09:57:29,F,Gimnaziu (clasele V-IX),"Chimia, Dezvoltare personală",Mai mult de 10 ani,Localitate rurală,4,3,3,4,2,2,2,2,2,3,3,3,2,3,4,5,4,6,6,5,7 - În total acord,6,7 - În total acord,6,6,7 - În total acord,5,7 - În total acord,5,5,3,2,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,"la lecția de chimie, clasa a IX-a, am pus întrebarea ,,Ce beneficii ar avea civilizația dacă nu ar fi fenomenul de coroziune?”",scăderea abilităților de a învăța să învețe la elevi,prin cursuri cu prezență fizică
15/12/2025 09:57:46,F,Gimnaziu (clasele V-IX),Biologia,Mai mult de 10 ani,Localitate urbană,4,3,4,4,4,3,3,3,3,4,3,3,4,3,4,5,5,5,5,6,6,5,5,5,4,7 - În total acord,6,6,5,4,4,5,4,5,4,5,5,5,sunt la inceputul inceputurilor nu pot exemplifica ,rețeaua de internet slabă,"formări practice, sau tutoriale explicite"
15/12/2025 09:57:56,F,Liceu (clasele X-XII),Directoarea ,5 - 10 ani,Localitate urbană,6,4,4,2,2,2,1 - În total dezacord,2,2,2,3,2,2,5,5,6,5,5,6,6,4,5,5,4,4,5,4,4,6,5,5,6,5,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,La nivel de - doresc,Uniccul obstacol- necunoasșterea suficietă,formare
15/12/2025 09:58:42,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Istoria,Mai mult de 10 ani,Localitate rurală,5,5,6,5,6,5,5,6,5,6,6,5,6,5,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,6,5,5,5,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,"La lecția de istorie la subiectul caracterizarea personalității istorice, adaptând algoritmul de lucru",Îngrijorare ceea ce ține de securitatea personală a profesorului și a elevilor,"Cum protejez securitatea online a elevilor și a mea personal. Cum pot controla eroriile anumitor subiecte, utilizând IA."
03/03/2026 09:45:29,F,Gimnaziu (clasele V-IX),"Limba Română, Limba Franceză",Mai mult de 10 ani,Localitate rurală,1 - În total dezacord,4,3,2,2,2,3,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,4,4,5,5,4,4,3,5,7 - În total acord,4,4,6,1 - În total dezacord,7 - În total acord,5,7 - În total acord,3,6,1 - În total dezacord,1 - În total dezacord,4,5,4,7 - În total acord,7 - În total acord,6,La elaborarea evaluărilor sumative și a baremelor de evaluare.,Cunoașterea insuficientă a acestui domeniu.,Informare suficientă.
03/03/2026 09:47:24,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)","Matematica, Informatica, Robotica",Mai mult de 10 ani,Localitate rurală,5,5,3,3,3,3,5,3,3,3,3,2,1 - În total dezacord,2,3,3,3,4,3,7 - În total acord,6,5,5,5,2,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Dezvoltarea personala (Ghidarea in cariera),Nu voi sti suficient de ok cum să utilizez AI generativă,Sprijin instructiv si tehnic 
03/03/2026 09:47:32,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate rurală,5,6,6,6,5,6,5,6,5,6,5,5,5,5,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Feed-back prin joc didactic pe nivele Numere raționale ,Lipsa calculatoarelor pentru elevi la clasa ,Material. Calculatoare sau tablete pentru copii 
03/03/2026 09:47:55,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Biologia, Chimia",Mai mult de 10 ani,Localitate rurală,1 - În total dezacord,2,2,1 - În total dezacord,1 - În total dezacord,2,2,1 - În total dezacord,2,3,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,3,5,4,5,4,3,7 - În total acord,2,7 - În total acord,7 - În total acord,1 - În total dezacord,5,5,7 - În total acord,4,6,3,2,2,6,6,6,6,5,Am folosit AI pentru elaborarea evaluărilor sumative la disciplinele predate,"Teama de a nu greși și a nimeri în capcane, din care n-aș putea să ies.",Explicația mai clară din partea moderatorilor cu exersare proprie.
03/03/2026 09:48:19,F,Liceu (clasele X-XII),Informatica,Mai mult de 10 ani,Localitate rurală,4,3,3,3,4,3,2,3,3,3,3,3,2,3,2,6,6,6,6,6,3,4,3,4,4,5,6,5,6,3,3,2,5,6,6,6,6,6,"Evaluarea digitala, online",Formari,Cateva formari AI
03/03/2026 09:48:49,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Engleză,Mai mult de 10 ani,Localitate rurală,1 - În total dezacord,1 - În total dezacord,3,1 - În total dezacord,1 - În total dezacord,2,3,1 - În total dezacord,2,2,3,1 - În total dezacord,1 - În total dezacord,3,5,4,4,3,4,4,6,5,4,5,4,5,6,5,7 - În total acord,7 - În total acord,6,6,6,3,7 - În total acord,4,7 - În total acord,7 - În total acord,Am creat teste ,Nu întotdeauna generează informație conform nivelului de învățare,Să fiu formată suficient și corect
03/03/2026 09:50:37,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Biologia, Chimia",Mai mult de 10 ani,Localitate rurală,3,4,4,4,4,4,3,3,2,2,3,2,2,3,3,5,4,3,5,5,6,5,5,6,4,6,4,5,6,5,4,4,4,6,6,5,5,6,Evaluarea,Tehnica,.
03/03/2026 09:53:33,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate rurală,6,6,6,6,4,5,5,5,4,5,5,5,4,4,7 - În total acord,7 - În total acord,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,7 - În total acord,6,7 - În total acord,5,6,5,7 - În total acord,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,"În realizarea scenariilor pentru proiectele STEAM, proiecte de lecție, alcătuirea evaluărilor  sumative, evaluărilor formative",Activitate practică,Exemple de activități practice
03/03/2026 09:56:16,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Limba Engleză,5 - 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7 - În total acord,6,6,7 - În total acord,5,6,6,5,5,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,,Uneori vine cu  greseli automate.,
03/03/2026 09:57:35,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,4,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,5,5,4,3,6,5,3,3,3,4,5,4,4,5,5,6,4,4,4,"Figurile și 
corpurile geometrice clasa 4","Copii nu vor să pună creierul în mișcare, prea mult se află în fața calculatorului",exemple concrete
03/03/2026 09:58:08,F,Gimnaziu (clasele V-IX),Biologia,5 - 10 ani,Localitate rurală,5,5,5,5,5,5,5,5,5,5,6,4,5,5,6,5,4,5,6,6,6,6,6,7 - În total acord,6,5,6,4,6,6,5,6,7 - În total acord,6,7 - În total acord,6,7 - În total acord,7 - În total acord,"În elaborarea prezentărilor, referatelor pedagogice","Raspunsurile sunt uneori suspecte, formulate prea academic",Ateliere concrete despre cum pot folosi AI corect ca să fie eficient.
04/03/2026 09:27:09,F,Liceu (clasele X-XII),Limba Română,Mai mult de 10 ani,Localitate rurală,4,4,3,7 - În total acord,3,3,1 - În total dezacord,2,4,2,7 - În total acord,2,2,2,4,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,7 - În total acord,6,1 - În total dezacord,7 - În total acord,7 - În total acord,4,3,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Elaborarea unui plan de acțini. Informații interdisciplinare.,Copiază și prezintă date eronate.,Sprijin informativ și practic.
04/03/2026 09:28:29,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,5 - 10 ani,Localitate urbană,5,5,7 - În total acord,4,5,5,6,4,4,6,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,Am creat o lectie despre utilizarea fractiilor in bucatarie,nu toti Elevii  dispun de telefoane,Acces gratis la diverse aplicatii
04/03/2026 09:29:05,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Engleză,Mai mult de 10 ani,Localitate urbană,5,5,5,5,6,5,4,4,5,5,7 - În total acord,5,5,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,4,6,5,7 - În total acord,6,5,6,3,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Utilizez Ai atât la lectție cât și în activitatea managerială.,Nu sunt.,Cunoștințe mai avansate.
04/03/2026 09:29:14,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,4,5,4,4,4,4,5,4,4,4,4,4,6,3,3,3,3,3,4,4,4,6,5,La moment nu am utilizat AI la clasă,"Propriile competențe digitale sunt insuficiente, cred și ar constitui un obstacol în uttiylizate AI",Exerciții practice de la elementar la performant
04/03/2026 09:29:27,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Engleză,Mai mult de 10 ani,Localitate urbană,7 - În total acord,5,5,5,5,6,4,4,4,4,4,4,4,4,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,4,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,Aș dori să cunosc cum pot realiza evaluări la clasă cu răspunsurile stocate,copierea sau ghicirea răspunsului in cazul evaluărilor,"Orice idee care facilitează procesul educațional, il face mai interactiv și atractiv pentru elevi "
04/03/2026 09:30:11,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,5,6,5,5,5,5,6,5,4,4,7 - În total acord,5,6,5,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,utilizez des nootebuklm la ore,"Elevii pot ajunge să folosească IA pentru a rezolva teme, eseuri sau probleme fără să mai depună efort propriu.","Elevii pot ajunge să folosească inteligența artificială pentru a rezolva teme, eseuri sau probleme fără să mai depună efort propriu, ceea ce poate duce la o învățare superficială. În loc să înțeleagă materia și să își dezvolte gândirea critică, ei pot copia răspunsurile generate de IA, fără a analiza informația."
04/03/2026 09:30:50,F,Liceu (clasele X-XII),"Limba Engleză, Limba Franceză",5 - 10 ani,Localitate urbană,6,5,7 - În total acord,6,6,7 - În total acord,6,6,5,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Cel mai frecvent utilizez AI atunci cțnd am nevoie să genrezi fișe de lucru la disciplinele de specialitate, de asemenea folosesc instrumente AI pentru a genera prezentări interactive pe înțelesul elevilor.",informația să fie una veridică și verificată.,"training, ghid de utilizare, metodologie"
04/03/2026 09:31:32,F,Gimnaziu (clasele V-IX),"Geografia, Educația Tehnologică",5 - 10 ani,Localitate rurală,6,6,6,7 - În total acord,7 - În total acord,6,6,6,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"in timpul orelor prin crearea de filmulete, carti digitale.",Trișarea elevilor,
04/03/2026 09:31:54,F,Liceu (clasele X-XII),Istoria,Mai mult de 10 ani,Localitate urbană,5,5,7 - În total acord,7 - În total acord,5,5,3,5,5,5,6,3,5,3,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,2,5,2,5,4,4,2,2,6,7 - În total acord,3,2,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Elevii au creat postere prin Chat dedicate Organizațiilor internaționale,"nu le stăpânesc în totalitate, am observat că dacă promtul este vag și răspunsul este la fel. ",activitate de mentorat
04/03/2026 09:32:42,F,Liceu (clasele X-XII),Limba Română,Mai mult de 10 ani,Localitate urbană,4,4,4,4,4,4,3,2,2,2,3,2,2,2,5,3,4,5,4,5,5,4,4,4,4,3,4,4,4,4,3,4,4,5,4,5,7 - În total acord,6,la formularea unor concluzii,Ce ține de literatură informația e eronată,Practic
04/03/2026 09:33:07,F,Gimnaziu (clasele V-IX),"Limba Engleză, Informatica",1 - 3 ani,Localitate rurală,4,4,3,3,6,3,3,3,3,3,3,3,3,6,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,2,7 - În total acord,1 - În total dezacord,4,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Am generat imagini, fișe de lucru individuale, logo-uri pentru lectiile de engleza. Pentru lecția de informatică utilizez AI să-mi genereze diverse rezumate clare pentru anumite teme.","Nu am frici sau obstacole pentru utilizarea acestui instrument, mi-as dori să dețin cât mai multe cunoștințe pentru a reuși să-mi ușurez munca.","Generarea PPT-urilor, evaluărilor sumative adaptate pentru elevii mei, în  diverse aplicații etc. ."
